-4.000000,6.000000
-4.000000,5.733333
-4.000000,5.466667
-4.000000,5.200000
-4.000000,4.933333
-4.000000,4.666667
-4.000000,4.400000
-4.000000,4.133333
-4.000000,3.866667
-4.000000,3.600000
-4.000000,3.333333
-4.000000,3.066667
-4.000000,2.800000
-4.000000,2.533333
-4.000000,2.266667
-4.000000,2.000000
-4.000000,2.000000
-4.000000,1.466667
-4.000000,0.933333
-4.000000,0.400000
-4.000000,-0.133333
-4.000000,-0.666667
-4.000000,-1.200000
-4.000000,-1.733333
-4.000000,-2.266667
-4.000000,-2.800000
-4.000000,-3.333333
-4.000000,-3.866667
-4.000000,-4.400000
-4.000000,-4.933333
-4.000000,-5.466667
-4.000000,-6.000000
