17.071068,-2.000000
17.057115,-1.556004
17.015310,-1.113760
16.945820,-0.675014
16.848917,-0.241497
16.724985,0.185080
16.574513,0.603034
16.398093,1.010714
16.196424,1.406513
15.970300,1.788868
15.720614,2.156269
15.448351,2.507268
15.154587,2.840479
14.840479,3.154587
14.507268,3.448351
14.156269,3.720614
13.788868,3.970300
13.406513,4.196424
13.010714,4.398093
12.603034,4.574513
12.185080,4.724985
11.758503,4.848917
11.324986,4.945820
10.886240,5.015310
10.443996,5.057115
10.000000,5.071068
9.556004,5.057115
9.113760,5.015310
8.675014,4.945820
8.241497,4.848917
7.814920,4.724985
7.396966,4.574513
6.989286,4.398093
6.593487,4.196424
6.211132,3.970300
5.843731,3.720614
5.492732,3.448351
5.159521,3.154587
4.845413,2.840479
4.551649,2.507268
4.279386,2.156269
4.029700,1.788868
3.803576,1.406513
3.601907,1.010714
3.425487,0.603034
3.275015,0.185080
3.151083,-0.241497
3.054180,-0.675014
2.984690,-1.113760
2.942885,-1.556004
2.928932,-2.000000
2.942885,-2.443996
2.984690,-2.886240
3.054180,-3.324986
3.151083,-3.758503
3.275015,-4.185080
3.425487,-4.603034
3.601907,-5.010714
3.803576,-5.406513
4.029700,-5.788868
4.279386,-6.156269
4.551649,-6.507268
4.845413,-6.840479
5.159521,-7.154587
5.492732,-7.448351
5.843731,-7.720614
6.211132,-7.970300
6.593487,-8.196424
6.989286,-8.398093
7.396966,-8.574513
7.814920,-8.724985
8.241497,-8.848917
8.675014,-8.945820
9.113760,-9.015310
9.556004,-9.057115
10.000000,-9.071068
10.443996,-9.057115
10.886240,-9.015310
11.324986,-8.945820
11.758503,-8.848917
12.185080,-8.724985
12.603034,-8.574513
13.010714,-8.398093
13.406513,-8.196424
13.788868,-7.970300
14.156269,-7.720614
14.507268,-7.448351
14.840479,-7.154587
15.154587,-6.840479
15.448351,-6.507268
15.720614,-6.156269
15.970300,-5.788868
16.196424,-5.406513
16.398093,-5.010714
16.574513,-4.603034
16.724985,-4.185080
16.848917,-3.758503
16.945820,-3.324986
17.015310,-2.886240
17.057115,-2.443996
17.071068,-2.000000
13.071068,-4.000000
13.057115,-3.556004
13.015310,-3.113760
12.945820,-2.675014
12.848917,-2.241497
12.724985,-1.814920
12.574513,-1.396966
12.398093,-0.989286
12.196424,-0.593487
11.970300,-0.211132
11.720614,0.156269
11.448351,0.507268
11.154587,0.840479
10.840479,1.154587
10.507268,1.448351
10.156269,1.720614
9.788868,1.970300
9.406513,2.196424
9.010714,2.398093
8.603034,2.574513
8.185080,2.724985
7.758503,2.848917
7.324986,2.945820
6.886240,3.015310
6.443996,3.057115
6.000000,3.071068
5.556004,3.057115
5.113760,3.015310
4.675014,2.945820
4.241497,2.848917
3.814920,2.724985
3.396966,2.574513
2.989286,2.398093
2.593487,2.196424
2.211132,1.970300
1.843731,1.720614
1.492732,1.448351
1.159521,1.154587
0.845413,0.840479
0.551649,0.507268
0.279386,0.156269
0.029700,-0.211132
-0.196424,-0.593487
-0.398093,-0.989286
-0.574513,-1.396966
-0.724985,-1.814920
-0.848917,-2.241497
-0.945820,-2.675014
-1.015310,-3.113760
-1.057115,-3.556004
-1.071068,-4.000000
-1.057115,-4.443996
-1.015310,-4.886240
-0.945820,-5.324986
-0.848917,-5.758503
-0.724985,-6.185080
-0.574513,-6.603034
-0.398093,-7.010714
-0.196424,-7.406513
0.029700,-7.788868
0.279386,-8.156269
0.551649,-8.507268
0.845413,-8.840479
1.159521,-9.154587
1.492732,-9.448351
1.843731,-9.720614
2.211132,-9.970300
2.593487,-10.196424
2.989286,-10.398093
3.396966,-10.574513
3.814920,-10.724985
4.241497,-10.848917
4.675014,-10.945820
5.113760,-11.015310
5.556004,-11.057115
6.000000,-11.071068
6.443996,-11.057115
6.886240,-11.015310
7.324986,-10.945820
7.758503,-10.848917
8.185080,-10.724985
8.603034,-10.574513
9.010714,-10.398093
9.406513,-10.196424
9.788868,-9.970300
10.156269,-9.720614
10.507268,-9.448351
10.840479,-9.154587
11.154587,-8.840479
11.448351,-8.507268
11.720614,-8.156269
11.970300,-7.788868
12.196424,-7.406513
12.398093,-7.010714
12.574513,-6.603034
12.724985,-6.185080
12.848917,-5.758503
12.945820,-5.324986
13.015310,-4.886240
13.057115,-4.443996
13.071068,-4.000000
